ENSGALG00000000003
ENSGALG00000000280
ENSGALG00000000284
ENSGALG00000000285
ENSGALG00000000287
ENSGALG00000000291
ENSGALG00000000293
ENSGALG00000000295
ENSGALG00000000296
ENSGALG00000000299
ENSGALG00000000300
ENSGALG00000000302
ENSGALG00000000304
ENSGALG00000000305
ENSGALG00000000307
ENSGALG00000000309
ENSGALG00000000311
ENSGALG00000000312
ENSGALG00000000313
ENSGALG00000000314
ENSGALG00000000316
ENSGALG00000000317
ENSGALG00000000318
ENSGALG00000000324
ENSGALG00000000327
ENSGALG00000000329
ENSGALG00000000332
ENSGALG00000000336
ENSGALG00000000337
ENSGALG00000000341
ENSGALG00000000346
ENSGALG00000000349
ENSGALG00000000352
ENSGALG00000000353
ENSGALG00000000356
ENSGALG00000000357
ENSGALG00000000360
ENSGALG00000000362
ENSGALG00000000363
ENSGALG00000000364
ENSGALG00000000365
ENSGALG00000000366
ENSGALG00000000367
ENSGALG00000000368
ENSGALG00000000371
ENSGALG00000000372
ENSGALG00000000373
ENSGALG00000000374
ENSGALG00000000377
ENSGALG00000000378
ENSGALG00000000379
ENSGALG00000000382
ENSGALG00000000385
ENSGALG00000000388
ENSGALG00000000390
ENSGALG00000000394
ENSGALG00000000396
ENSGALG00000000397
ENSGALG00000000399
ENSGALG00000000400
ENSGALG00000000401
ENSGALG00000000402
ENSGALG00000000404
ENSGALG00000000405
ENSGALG00000000406
ENSGALG00000000407
ENSGALG00000000408
ENSGALG00000000409
ENSGALG00000000410
ENSGALG00000000412
ENSGALG00000000417
ENSGALG00000000419
ENSGALG00000000420
ENSGALG00000000421
ENSGALG00000000424
ENSGALG00000000426
ENSGALG00000000427
ENSGALG00000000428
ENSGALG00000000430
ENSGALG00000000433
ENSGALG00000000436
ENSGALG00000000437
ENSGALG00000000438
ENSGALG00000000441
ENSGALG00000000442
ENSGALG00000000443
ENSGALG00000000446
ENSGALG00000000447
ENSGALG00000000449
ENSGALG00000000451
ENSGALG00000000452
ENSGALG00000000453
ENSGALG00000000456
ENSGALG00000000458
ENSGALG00000000461
ENSGALG00000000463
ENSGALG00000000464
ENSGALG00000000466
ENSGALG00000000468
ENSGALG00000000469
ENSGALG00000000470
ENSGALG00000000474
ENSGALG00000000476
ENSGALG00000000477
ENSGALG00000000478
ENSGALG00000000479
ENSGALG00000000483
ENSGALG00000000484
ENSGALG00000000486
ENSGALG00000000489
ENSGALG00000000490
ENSGALG00000000497
ENSGALG00000000498
ENSGALG00000000503
ENSGALG00000000504
ENSGALG00000000505
ENSGALG00000000507
ENSGALG00000000508
ENSGALG00000000509
ENSGALG00000000510
ENSGALG00000000511
ENSGALG00000000513
ENSGALG00000000514
ENSGALG00000000516
ENSGALG00000000518
ENSGALG00000000519
ENSGALG00000000521
ENSGALG00000000523
ENSGALG00000000525
ENSGALG00000000526
ENSGALG00000000527
ENSGALG00000000528
ENSGALG00000000529
ENSGALG00000000530
ENSGALG00000000533
ENSGALG00000000535
ENSGALG00000000538
ENSGALG00000000540
ENSGALG00000000541
ENSGALG00000000542
ENSGALG00000000543
ENSGALG00000000544
ENSGALG00000000545
ENSGALG00000000546
ENSGALG00000000547
ENSGALG00000000548
ENSGALG00000000549
ENSGALG00000000550
ENSGALG00000000551
ENSGALG00000000556
ENSGALG00000000557
ENSGALG00000000558
ENSGALG00000000560
ENSGALG00000000562
ENSGALG00000000564
ENSGALG00000000568
ENSGALG00000000569
ENSGALG00000000573
ENSGALG00000000576
ENSGALG00000000577
ENSGALG00000000579
ENSGALG00000000581
ENSGALG00000000583
ENSGALG00000000584
ENSGALG00000000585
ENSGALG00000000587
ENSGALG00000000589
ENSGALG00000000593
ENSGALG00000000596
ENSGALG00000000597
ENSGALG00000000599
ENSGALG00000000600
ENSGALG00000000603
ENSGALG00000000604
ENSGALG00000000606
ENSGALG00000000607
ENSGALG00000000608
ENSGALG00000000610
ENSGALG00000000611
ENSGALG00000000613
ENSGALG00000000615
ENSGALG00000000616
ENSGALG00000000618
ENSGALG00000000619
ENSGALG00000000620
ENSGALG00000000621
ENSGALG00000000623
ENSGALG00000000625
ENSGALG00000000627
ENSGALG00000000628
ENSGALG00000000629
ENSGALG00000000630
ENSGALG00000000632
ENSGALG00000000634
ENSGALG00000000636
ENSGALG00000000637
ENSGALG00000000638
ENSGALG00000000639
ENSGALG00000000641
ENSGALG00000000642
ENSGALG00000000643
ENSGALG00000000644
ENSGALG00000000645
ENSGALG00000000650
ENSGALG00000000652
ENSGALG00000000653
ENSGALG00000000654
ENSGALG00000000656
ENSGALG00000000657
ENSGALG00000000660
ENSGALG00000000667
ENSGALG00000000668
ENSGALG00000000669
ENSGALG00000000670
ENSGALG00000000671
ENSGALG00000000672
ENSGALG00000000673
ENSGALG00000000674
ENSGALG00000000675
ENSGALG00000000678
ENSGALG00000000680
ENSGALG00000000681
ENSGALG00000000684
ENSGALG00000000685
ENSGALG00000000687
ENSGALG00000000690
ENSGALG00000000692
ENSGALG00000000693
ENSGALG00000000694
ENSGALG00000000695
ENSGALG00000000699
ENSGALG00000000701
ENSGALG00000000703
ENSGALG00000000707
ENSGALG00000000708
ENSGALG00000000710
ENSGALG00000000712
ENSGALG00000000713
ENSGALG00000000719
ENSGALG00000000720
ENSGALG00000000721
ENSGALG00000000722
ENSGALG00000000723
ENSGALG00000000724
ENSGALG00000000725
ENSGALG00000000726
ENSGALG00000000729
ENSGALG00000000730
ENSGALG00000000731
ENSGALG00000000733
ENSGALG00000000734
ENSGALG00000000736
ENSGALG00000000737
ENSGALG00000000739
ENSGALG00000000740
ENSGALG00000000742
ENSGALG00000000745
ENSGALG00000000747
ENSGALG00000000748
ENSGALG00000000750
ENSGALG00000000751
ENSGALG00000000753
ENSGALG00000000755
ENSGALG00000000761
ENSGALG00000000764
ENSGALG00000000766
ENSGALG00000000769
ENSGALG00000000771
ENSGALG00000000774
ENSGALG00000000775
ENSGALG00000000776
ENSGALG00000000777
ENSGALG00000000779
ENSGALG00000000780
ENSGALG00000000781
ENSGALG00000000783
ENSGALG00000000784
ENSGALG00000000785
ENSGALG00000000786
ENSGALG00000000787
ENSGALG00000000788
ENSGALG00000000789
ENSGALG00000000790
ENSGALG00000000791
ENSGALG00000000793
ENSGALG00000000794
ENSGALG00000000795
ENSGALG00000000800
ENSGALG00000000802
ENSGALG00000000803
ENSGALG00000000804
ENSGALG00000000806
ENSGALG00000000807
ENSGALG00000000808
ENSGALG00000000810
ENSGALG00000000811
ENSGALG00000000812
ENSGALG00000000814
ENSGALG00000000816
ENSGALG00000000817
ENSGALG00000000818
ENSGALG00000000819
ENSGALG00000000820
ENSGALG00000000823
ENSGALG00000000824
ENSGALG00000000826
ENSGALG00000000830
ENSGALG00000000833
ENSGALG00000000834
ENSGALG00000000835
ENSGALG00000000836
ENSGALG00000000837
ENSGALG00000000838
ENSGALG00000000839
ENSGALG00000000840
ENSGALG00000000842
ENSGALG00000000843
ENSGALG00000000844
ENSGALG00000000845
ENSGALG00000000846
ENSGALG00000000847
ENSGALG00000000848
ENSGALG00000000850
ENSGALG00000000852
ENSGALG00000000853
ENSGALG00000000855
ENSGALG00000000856
ENSGALG00000000857
ENSGALG00000000860
ENSGALG00000000862
ENSGALG00000000863
ENSGALG00000000864
ENSGALG00000000865
ENSGALG00000000866
ENSGALG00000000868
ENSGALG00000000869
ENSGALG00000000870
ENSGALG00000000871
ENSGALG00000000874
ENSGALG00000000875
ENSGALG00000000878
ENSGALG00000000880
ENSGALG00000000881
ENSGALG00000000882
ENSGALG00000000883
ENSGALG00000000884
ENSGALG00000000886
ENSGALG00000000887
ENSGALG00000000889
ENSGALG00000000890
ENSGALG00000000891
ENSGALG00000000892
ENSGALG00000000893
ENSGALG00000000894
ENSGALG00000000895
ENSGALG00000000897
ENSGALG00000000898
ENSGALG00000000899
ENSGALG00000000900
ENSGALG00000000901
ENSGALG00000000902
ENSGALG00000000903
ENSGALG00000000904
ENSGALG00000000905
ENSGALG00000000906
ENSGALG00000000907
ENSGALG00000000908
ENSGALG00000000909
ENSGALG00000000911
ENSGALG00000000912
ENSGALG00000000913
ENSGALG00000000914
ENSGALG00000000917
ENSGALG00000000918
ENSGALG00000000919
ENSGALG00000000920
ENSGALG00000000921
ENSGALG00000000927
ENSGALG00000000930
ENSGALG00000000934
ENSGALG00000000935
ENSGALG00000000936
ENSGALG00000000939
ENSGALG00000000940
ENSGALG00000000943
ENSGALG00000000944
ENSGALG00000000946
ENSGALG00000000947
ENSGALG00000000949
ENSGALG00000000950
ENSGALG00000000951
ENSGALG00000000953
ENSGALG00000000954
ENSGALG00000000955
ENSGALG00000000956
ENSGALG00000000957
ENSGALG00000000958
ENSGALG00000000959
ENSGALG00000000962
ENSGALG00000000966
ENSGALG00000000970
ENSGALG00000000972
ENSGALG00000000974
ENSGALG00000000975
ENSGALG00000000976
ENSGALG00000000977
ENSGALG00000000978
ENSGALG00000000979
ENSGALG00000000980
ENSGALG00000000981
ENSGALG00000000982
ENSGALG00000000983
ENSGALG00000000984
ENSGALG00000000988
ENSGALG00000000990
ENSGALG00000000991
ENSGALG00000000993
ENSGALG00000000994
ENSGALG00000000996
ENSGALG00000000997
ENSGALG00000000998
ENSGALG00000000999
ENSGALG00000001000
ENSGALG00000001001
ENSGALG00000001002
ENSGALG00000001003
ENSGALG00000001004
ENSGALG00000001005
ENSGALG00000001006
ENSGALG00000001007
ENSGALG00000001009
ENSGALG00000001011
ENSGALG00000001013
ENSGALG00000001014
ENSGALG00000001017
ENSGALG00000001018
ENSGALG00000001019
ENSGALG00000001020
ENSGALG00000001021
ENSGALG00000001022
ENSGALG00000001023
ENSGALG00000001024
ENSGALG00000001025
ENSGALG00000001026
ENSGALG00000001027
ENSGALG00000001028
ENSGALG00000001030
ENSGALG00000001031
ENSGALG00000001032
ENSGALG00000001033
ENSGALG00000001034
ENSGALG00000001035
ENSGALG00000001036
ENSGALG00000001037
ENSGALG00000001038
ENSGALG00000001039
ENSGALG00000001040
ENSGALG00000001041
ENSGALG00000001042
ENSGALG00000001043
ENSGALG00000001045
ENSGALG00000001046
ENSGALG00000001048
ENSGALG00000001049
ENSGALG00000001051
ENSGALG00000001053
ENSGALG00000001054
ENSGALG00000001055
ENSGALG00000001056
ENSGALG00000001058
ENSGALG00000001062
ENSGALG00000001063
ENSGALG00000001065
ENSGALG00000001067
ENSGALG00000001069
ENSGALG00000001070
ENSGALG00000001071
ENSGALG00000001073
ENSGALG00000001076
ENSGALG00000001077
ENSGALG00000001078
ENSGALG00000001079
ENSGALG00000001080
ENSGALG00000001081
ENSGALG00000001082
ENSGALG00000001084
ENSGALG00000001085
ENSGALG00000001091
ENSGALG00000001093
ENSGALG00000001094
ENSGALG00000001095
ENSGALG00000001096
ENSGALG00000001097
ENSGALG00000001099
ENSGALG00000001100
ENSGALG00000001101
ENSGALG00000001103
ENSGALG00000001106
ENSGALG00000001107
ENSGALG00000001108
ENSGALG00000001109
ENSGALG00000001110
ENSGALG00000001111
ENSGALG00000001113
ENSGALG00000001115
ENSGALG00000001117
ENSGALG00000001118
ENSGALG00000001121
ENSGALG00000001122
ENSGALG00000001124
ENSGALG00000001126
ENSGALG00000001129
ENSGALG00000001130
ENSGALG00000001131
ENSGALG00000001132
ENSGALG00000001136
ENSGALG00000001137
ENSGALG00000001138
ENSGALG00000001141
ENSGALG00000001143
ENSGALG00000001144
ENSGALG00000001146
ENSGALG00000001149
ENSGALG00000001150
ENSGALG00000001153
ENSGALG00000001156
ENSGALG00000001157
ENSGALG00000001158
ENSGALG00000001160
ENSGALG00000001161
ENSGALG00000001162
ENSGALG00000001163
ENSGALG00000001165
ENSGALG00000001166
ENSGALG00000001167
ENSGALG00000001168
ENSGALG00000001169
ENSGALG00000001171
ENSGALG00000001172
ENSGALG00000001174
ENSGALG00000001175
ENSGALG00000001177
ENSGALG00000001179
ENSGALG00000001181
ENSGALG00000001182
ENSGALG00000001183
ENSGALG00000001184
ENSGALG00000001186
ENSGALG00000001187
ENSGALG00000001188
ENSGALG00000001189
ENSGALG00000001190
ENSGALG00000001191
ENSGALG00000001192
ENSGALG00000001194
ENSGALG00000001197
ENSGALG00000001201
ENSGALG00000001203
ENSGALG00000001204
ENSGALG00000001206
ENSGALG00000001207
ENSGALG00000001208
ENSGALG00000001209
ENSGALG00000001213
ENSGALG00000001214
ENSGALG00000001217
ENSGALG00000001219
ENSGALG00000001220
ENSGALG00000001223
ENSGALG00000001225
ENSGALG00000001226
ENSGALG00000001229
ENSGALG00000001231
ENSGALG00000001233
ENSGALG00000001234
ENSGALG00000001235
ENSGALG00000001236
ENSGALG00000001238
ENSGALG00000001239
ENSGALG00000001240
ENSGALG00000001242
ENSGALG00000001244
ENSGALG00000001245
ENSGALG00000001246
ENSGALG00000001250
ENSGALG00000001252
ENSGALG00000001253
ENSGALG00000001255
ENSGALG00000001256
ENSGALG00000001258
ENSGALG00000001261
ENSGALG00000001262
ENSGALG00000001263
ENSGALG00000001264
ENSGALG00000001267
ENSGALG00000001269
ENSGALG00000001270
ENSGALG00000001271
ENSGALG00000001273
ENSGALG00000001275
ENSGALG00000001276
ENSGALG00000001277
ENSGALG00000001278
ENSGALG00000001279
ENSGALG00000001281
ENSGALG00000001282
ENSGALG00000001283
ENSGALG00000001285
ENSGALG00000001287
ENSGALG00000001288
ENSGALG00000001289
ENSGALG00000001293
ENSGALG00000001295
ENSGALG00000001299
ENSGALG00000001300
ENSGALG00000001301
ENSGALG00000001302
ENSGALG00000001304
ENSGALG00000001306
ENSGALG00000001309
ENSGALG00000001310
ENSGALG00000001311
ENSGALG00000001312
ENSGALG00000001313
ENSGALG00000001314
ENSGALG00000001315
ENSGALG00000001316
ENSGALG00000001317
ENSGALG00000001318
ENSGALG00000001319
ENSGALG00000001320
ENSGALG00000001323
ENSGALG00000001325
ENSGALG00000001327
ENSGALG00000001328
ENSGALG00000001329
ENSGALG00000001330
ENSGALG00000001331
ENSGALG00000001332
ENSGALG00000001333
ENSGALG00000001334
ENSGALG00000001335
ENSGALG00000001337
ENSGALG00000001341
ENSGALG00000001342
ENSGALG00000001343
ENSGALG00000001345
ENSGALG00000001346
ENSGALG00000001347
ENSGALG00000001348
ENSGALG00000001350
ENSGALG00000001352
ENSGALG00000001355
ENSGALG00000001359
ENSGALG00000001362
ENSGALG00000001363
ENSGALG00000001364
ENSGALG00000001366
ENSGALG00000001369
ENSGALG00000001370
ENSGALG00000001371
ENSGALG00000001373
ENSGALG00000001374
ENSGALG00000001375
ENSGALG00000001376
ENSGALG00000001377
ENSGALG00000001378
ENSGALG00000001381
ENSGALG00000001382
ENSGALG00000001383
ENSGALG00000001385
ENSGALG00000001386
ENSGALG00000001387
ENSGALG00000001389
ENSGALG00000001391
ENSGALG00000001392
ENSGALG00000001394
ENSGALG00000001396
ENSGALG00000001398
ENSGALG00000001399
ENSGALG00000001403
ENSGALG00000001404
ENSGALG00000001405
ENSGALG00000001407
ENSGALG00000001409
ENSGALG00000001410
ENSGALG00000001411
ENSGALG00000001412
ENSGALG00000001414
ENSGALG00000001415
ENSGALG00000001416
ENSGALG00000001417
ENSGALG00000001418
ENSGALG00000001419
ENSGALG00000001420
ENSGALG00000001422
ENSGALG00000001424
ENSGALG00000001425
ENSGALG00000001426
ENSGALG00000001428
ENSGALG00000001429
ENSGALG00000001431
ENSGALG00000001433
ENSGALG00000001434
ENSGALG00000001435
ENSGALG00000001436
ENSGALG00000001437
ENSGALG00000001438
ENSGALG00000001439
ENSGALG00000001440
ENSGALG00000001441
ENSGALG00000001442
ENSGALG00000001443
ENSGALG00000001444
ENSGALG00000001445
ENSGALG00000001446
ENSGALG00000001449
ENSGALG00000001450
ENSGALG00000001452
ENSGALG00000001453
ENSGALG00000001455
ENSGALG00000001459
ENSGALG00000001462
ENSGALG00000001463
ENSGALG00000001465
ENSGALG00000001467
ENSGALG00000001470
ENSGALG00000001472
ENSGALG00000001473
ENSGALG00000001474
ENSGALG00000001475
ENSGALG00000001476
ENSGALG00000001478
ENSGALG00000001479
ENSGALG00000001480
ENSGALG00000001482
ENSGALG00000001483
ENSGALG00000001485
ENSGALG00000001486
ENSGALG00000001487
ENSGALG00000001489
ENSGALG00000001490
ENSGALG00000001491
ENSGALG00000001492
ENSGALG00000001493
ENSGALG00000001494
ENSGALG00000001496
ENSGALG00000001500
ENSGALG00000001501
ENSGALG00000001502
ENSGALG00000001503
ENSGALG00000001504
ENSGALG00000001505
ENSGALG00000001506
ENSGALG00000001512
ENSGALG00000001513
ENSGALG00000001515
ENSGALG00000001516
ENSGALG00000001518
ENSGALG00000001519
ENSGALG00000001521
ENSGALG00000001522
ENSGALG00000001525
ENSGALG00000001527
ENSGALG00000001529
ENSGALG00000001531
ENSGALG00000001532
ENSGALG00000001533
ENSGALG00000001534
ENSGALG00000001535
ENSGALG00000001536
ENSGALG00000001538
ENSGALG00000001540
ENSGALG00000001542
ENSGALG00000001543
ENSGALG00000001544
ENSGALG00000001545
ENSGALG00000001546
ENSGALG00000001547
ENSGALG00000001550
ENSGALG00000001551
ENSGALG00000001552
ENSGALG00000001554
ENSGALG00000001555
ENSGALG00000001556
ENSGALG00000001557
ENSGALG00000001558
ENSGALG00000001559
ENSGALG00000001560
ENSGALG00000001561
ENSGALG00000001563
ENSGALG00000001564
ENSGALG00000001565
ENSGALG00000001567
ENSGALG00000001568
ENSGALG00000001569
ENSGALG00000001571
ENSGALG00000001572
ENSGALG00000001573
ENSGALG00000001574
ENSGALG00000001576
ENSGALG00000001577
ENSGALG00000001580
ENSGALG00000001583
ENSGALG00000001586
ENSGALG00000001587
ENSGALG00000001589
ENSGALG00000001590
ENSGALG00000001591
ENSGALG00000001592
ENSGALG00000001593
ENSGALG00000001595
ENSGALG00000001596
ENSGALG00000001597
ENSGALG00000001600
ENSGALG00000001602
ENSGALG00000001603
ENSGALG00000001604
ENSGALG00000001605
ENSGALG00000001606
ENSGALG00000001607
ENSGALG00000001608
ENSGALG00000001610
ENSGALG00000001611
ENSGALG00000001612
ENSGALG00000001613
ENSGALG00000001614
ENSGALG00000001615
ENSGALG00000001616
ENSGALG00000001617
ENSGALG00000001618
ENSGALG00000001619
ENSGALG00000001620
ENSGALG00000001621
ENSGALG00000001624
ENSGALG00000001626
ENSGALG00000001627
ENSGALG00000001629
ENSGALG00000001630
ENSGALG00000001631
ENSGALG00000001632
ENSGALG00000001633
ENSGALG00000001634
ENSGALG00000001636
ENSGALG00000001637
ENSGALG00000001638
ENSGALG00000001639
ENSGALG00000001640
ENSGALG00000001642
ENSGALG00000001644
ENSGALG00000001645
ENSGALG00000001647
ENSGALG00000001648
ENSGALG00000001649
ENSGALG00000001651
ENSGALG00000001652
ENSGALG00000001653
ENSGALG00000001654
ENSGALG00000001655
ENSGALG00000001656
ENSGALG00000001658
ENSGALG00000001661
ENSGALG00000001662
ENSGALG00000001663
ENSGALG00000001664
ENSGALG00000001666
ENSGALG00000001668
ENSGALG00000001672
ENSGALG00000001677
ENSGALG00000001678
ENSGALG00000001682
ENSGALG00000001684
ENSGALG00000001688
ENSGALG00000001689
ENSGALG00000001690
ENSGALG00000001691
ENSGALG00000001692
ENSGALG00000001693
ENSGALG00000001694
ENSGALG00000001695
ENSGALG00000001696
ENSGALG00000001697
ENSGALG00000001698
ENSGALG00000001700
ENSGALG00000001701
ENSGALG00000001702
ENSGALG00000001705
ENSGALG00000001706
ENSGALG00000001708
ENSGALG00000001709
ENSGALG00000001710
ENSGALG00000001711
ENSGALG00000001712
ENSGALG00000001713
ENSGALG00000001714
ENSGALG00000001716
ENSGALG00000001717
ENSGALG00000001718
ENSGALG00000001719
ENSGALG00000001720
ENSGALG00000001721
ENSGALG00000001722
ENSGALG00000001723
ENSGALG00000001724
ENSGALG00000001725
ENSGALG00000001726
ENSGALG00000001727
ENSGALG00000001728
ENSGALG00000001729
ENSGALG00000001730
ENSGALG00000001731
ENSGALG00000001732
ENSGALG00000001733
ENSGALG00000001734
ENSGALG00000001735
ENSGALG00000001737
ENSGALG00000001740
ENSGALG00000001741
ENSGALG00000001744
ENSGALG00000001745
ENSGALG00000001749
ENSGALG00000001750
ENSGALG00000001753
ENSGALG00000001754
ENSGALG00000001758
ENSGALG00000001759
ENSGALG00000001761
ENSGALG00000001762
ENSGALG00000001763
ENSGALG00000001764
ENSGALG00000001765
ENSGALG00000001766
ENSGALG00000001768
ENSGALG00000001770
ENSGALG00000001772
ENSGALG00000001773
ENSGALG00000001774
ENSGALG00000001775
ENSGALG00000001777
ENSGALG00000001779
ENSGALG00000001780
ENSGALG00000001782
ENSGALG00000001785
ENSGALG00000001786
ENSGALG00000001787
ENSGALG00000001788
ENSGALG00000001789
ENSGALG00000001790
ENSGALG00000001791
ENSGALG00000001792
ENSGALG00000001793
ENSGALG00000001795
ENSGALG00000001797
ENSGALG00000001798
ENSGALG00000001799
ENSGALG00000001800
ENSGALG00000001801
ENSGALG00000001802
ENSGALG00000001803
ENSGALG00000001805
ENSGALG00000001806
ENSGALG00000001807
ENSGALG00000001808
ENSGALG00000001809
ENSGALG00000001811
ENSGALG00000001812
ENSGALG00000001813
ENSGALG00000001816
ENSGALG00000001817
ENSGALG00000001823
ENSGALG00000001824
ENSGALG00000001825
ENSGALG00000001826
ENSGALG00000001827
ENSGALG00000001828
ENSGALG00000001830
ENSGALG00000001832
ENSGALG00000001833
ENSGALG00000001835
ENSGALG00000001836
ENSGALG00000001837
ENSGALG00000001838
ENSGALG00000001840
ENSGALG00000001841
ENSGALG00000001843
ENSGALG00000001844
ENSGALG00000001845
ENSGALG00000001847
ENSGALG00000001848
ENSGALG00000001849
ENSGALG00000001850
ENSGALG00000001851
ENSGALG00000001852
ENSGALG00000001854
ENSGALG00000001856
ENSGALG00000001857
ENSGALG00000001859
ENSGALG00000001860
ENSGALG00000001861
ENSGALG00000001862
ENSGALG00000001863
ENSGALG00000001864
ENSGALG00000001866
ENSGALG00000001867
ENSGALG00000001869
ENSGALG00000001870
ENSGALG00000001871
ENSGALG00000001872
ENSGALG00000001874
ENSGALG00000001875
ENSGALG00000001876
ENSGALG00000001879
ENSGALG00000001880
ENSGALG00000001881
ENSGALG00000001882
ENSGALG00000001883
ENSGALG00000001884
ENSGALG00000001885
ENSGALG00000001886
ENSGALG00000001889
ENSGALG00000001892
ENSGALG00000001894
ENSGALG00000001895
ENSGALG00000001896
ENSGALG00000001898
ENSGALG00000001900
ENSGALG00000001901
ENSGALG00000001903
ENSGALG00000001905
ENSGALG00000001907
ENSGALG00000001908
ENSGALG00000001910
ENSGALG00000001912
ENSGALG00000001913
ENSGALG00000001915
ENSGALG00000001916
ENSGALG00000001917
ENSGALG00000001918
ENSGALG00000001919
ENSGALG00000001921
ENSGALG00000001925
ENSGALG00000001926
ENSGALG00000001932
ENSGALG00000001933
ENSGALG00000001934
ENSGALG00000001935
ENSGALG00000001936
ENSGALG00000001937
ENSGALG00000001938
ENSGALG00000001939
ENSGALG00000001942
ENSGALG00000001943
ENSGALG00000001944
ENSGALG00000001945
ENSGALG00000001946
ENSGALG00000001947
ENSGALG00000001948
ENSGALG00000001949
ENSGALG00000001950
ENSGALG00000001951
ENSGALG00000001954
ENSGALG00000001955
ENSGALG00000001956
ENSGALG00000001957
ENSGALG00000001959
ENSGALG00000001962
ENSGALG00000001963
ENSGALG00000001964
ENSGALG00000001965
ENSGALG00000001966
ENSGALG00000001967
ENSGALG00000001968
ENSGALG00000001969
ENSGALG00000001971
ENSGALG00000001972
ENSGALG00000001973
ENSGALG00000001975
ENSGALG00000001976
ENSGALG00000001977
ENSGALG00000001978
ENSGALG00000001979
ENSGALG00000001981
ENSGALG00000001983
ENSGALG00000001985
ENSGALG00000001986
ENSGALG00000001988
ENSGALG00000001989
ENSGALG00000001992
ENSGALG00000001994
ENSGALG00000001995
ENSGALG00000001996
ENSGALG00000001998
ENSGALG00000002000
ENSGALG00000002001
ENSGALG00000002002
ENSGALG00000002003
ENSGALG00000002005
ENSGALG00000002006
ENSGALG00000002007
ENSGALG00000002008
ENSGALG00000002009
ENSGALG00000002010
ENSGALG00000002012
ENSGALG00000002013
ENSGALG00000002014
ENSGALG00000002015
ENSGALG00000002016
ENSGALG00000002018
ENSGALG00000002020
ENSGALG00000002021
ENSGALG00000002022
ENSGALG00000002023
ENSGALG00000002024
ENSGALG00000002026
ENSGALG00000002028
ENSGALG00000002029
ENSGALG00000002030
ENSGALG00000002033
ENSGALG00000002038
ENSGALG00000002040
ENSGALG00000002041
ENSGALG00000002042
ENSGALG00000002043
ENSGALG00000002044
ENSGALG00000002045
ENSGALG00000002046
ENSGALG00000002048
ENSGALG00000002050
ENSGALG00000002051
ENSGALG00000002053
ENSGALG00000002054
ENSGALG00000002055
ENSGALG00000002056
ENSGALG00000002057
ENSGALG00000002060
ENSGALG00000002062
ENSGALG00000002064
ENSGALG00000002066
ENSGALG00000002067
ENSGALG00000002069
ENSGALG00000002070
ENSGALG00000002074
ENSGALG00000002075
ENSGALG00000002076
ENSGALG00000002078
ENSGALG00000002080
ENSGALG00000002081
ENSGALG00000002082
ENSGALG00000002083
ENSGALG00000002084
ENSGALG00000002085
ENSGALG00000002086
